846,2220,LIME
847,2340,LISLET
848,2320,LIZY
849,2500,LOGNY LES AUBENTON
850,2600,LONGPONT
851,2160,LONGUEVAL BARBONVAL
852,2190,LOR
853,2600,LOUATRE
854,2130,LOUPEIGNE
855,2400,LUCY LE BOCAGE
856,2140,LUGNY
857,2500,LUZOIR
858,2440,LY FONTAINE
859,2220,MAAST ET VIOLAINE
860,2350,MACHECOURT
861,2470,MACOGNY
862,2120,MACQUIGNY
863,2420,MAGNY LA FOSSE
864,2490,MAISSEMY
865,2160,MAIZY
866,2190,LA MALMAISON
867,2120,MALZY
868,2300,MANICAMP
869,2350,MARCHAIS
870,2540,MARCHAIS EN BRIE
871,2720,MARCY
872,2250,MARCY SOUS MARLE
873,2300,MAREST DAMPCOURT
874,2130,MAREUIL EN DOLE
875,2140,MARFONTAINE
876,2880,MARGIVAL
877,2810,MARIGNY EN ORXOIS
878,2470,MARIZY STE GENEVIEVE
879,2470,MARIZY ST MARD
880,2250,MARLE
881,2120,MARLY GOMONT
882,2500,MARTIGNY
883,2860,MARTIGNY COURPIERRE
884,2820,MAUREGNY EN HAYE
885,2800,MAYOT
886,2700,MENNESSIS
887,2190,MENNEVILLE
888,2630,MENNEVRET
889,2200,MERCIN ET VAUX
890,2000,MERLIEUX ET FOUQUEROLLES
891,2160,MERVAL
892,2270,MESBRECOURT RICHECOURT
893,2720,MESNIL ST LAURENT
894,2160,MEURIVAL
895,2240,MEZIERES SUR OISE
896,2650,MEZY MOULINS
897,2200,MISSY AUX BOIS
898,2350,MISSY LES PIERREPONT
899,2880,MISSY SUR AISNE
900,2110,MOLAIN
901,2000,MOLINCHART
902,2000,MONAMPTEUIL
903,2270,MONCEAU LE NEUF ET FAUCOUZY
904,2270,MONCEAU LES LEUPS
905,2840,MONCEAU LE WAAST
906,2120,MONCEAU SUR OISE
907,2500,MONDREPUIS
908,2470,MONNES
909,2000,MONS EN LAONNOIS
910,2820,MONTAIGU
911,2000,MONTBAVIN
912,2110,MONTBREHAIN
913,2860,MONTCHALONS
914,2340,MONTCORNET
915,2390,MONT D ORIGNY
